,Name,Certificates
16338,Friend Indeed (1937),:Passed(National Board of Review)
16339,Friend Indeed (1937),:Approved(PCA #3687)
16340,Friend Request (2016),:R(certificate #50702)
16341,Friend for a Day (1994),:PG
16342,Friend of the Family (1995),:R
16343,Friend of the Family II (1996),:Unrated
16344,Friend of the Family II (1996),:R(cut)
16345,Friended to Death (2014),:R
16346,Friendly Neighbors (1940),:Approved
16347,Friendly Persuasion (1956),:Unrated
16348,Friendly Persuasion (1956),:Approved(certificate #17955)
16349,Friends & Lovers (1999),:R
16350,Friends (1971),:R
16351,Friends Forever (2001),:Unrated
16352,Friends and Lovers (1931),:Passed(National Board of Review)
16353,Friends of Mr. Sweeney (1934),:Approved(PCA #58)
16354,Friends with Benefits (2011),:R(certificate #46594)
16355,Friends with Kids (2011),:R
16356,Friends with Money (2006),:R(certificate #42071)
16357,"Friends, Lovers, & Lunatics (1989)",:R
16358,Fright (1956),:Approved
16359,Fright (1971),:PG
16360,Fright Night (1947),:Approved
16361,Fright Night (1985),:R(certificate #27790)
16362,Fright Night (2011),:R(certificate #46679)
16363,Fright Night Part 2 (1988),:R(certificate #28785)
16364,Fright to the Finish (1954),:Approved(certificate #5596)
16365,FrightWorld (2006),:R
16366,Frightmare (1974),:R
16367,Frightmare (1983),:R(certificate #27082)
16368,Frighty Cat (1958),:Approved
16369,Frighty Cat (1958),:Passed
16370,Frigid Hare (1949),:Approved(PCA #12574)
16371,Frisco Jenny (1932),:Unrated
16372,Frisco Kid (1935),:Approved(PCA #1477)
16373,Frisco Lil (1942),:Approved(PCA #8013)
16374,Frisco Sal (1945),:Approved
16375,Frisco Sal (1945),:Passed(National Board of Review)
16376,Frisco Tornado (1950),:Approved(PCA #14651)
16377,Frisco: City in Motion (2003),:G
16378,Frisk (1995),:Unrated
16379,Frisky Business (1984),:X
16380,Frisky Frolics (1932),:Passed(National Board of Review)
16381,Frisky Summer 3 (1998),:X
16382,Fritz the Cat (1972),:Unrated
16383,Fritz the Cat (1972),:Unrated(DVD rating)
16384,Fritz the Cat (1972),:X(certificate #525) (rating surrendered)
16385,Frog Dreaming (1986),:PG
16386,Frog Jog (1972),:G
16387,Frog Jog (1972),:Approved(certificate #22993)
16388,Frog Kingdom (2013),:PG
16389,Frog's Legs (1962),:Approved(PCA #06395)
16390,Frog-g-g! (2004),:Unrated
16391,Frogmen Operation Stormbringer (2002),:R(certificate #38703)
16392,Frogs (1972),:PG(certificate #23242)
16393,Frogs for Snakes (1998),:R
16394,Frogtown II (1992),:PG-13
16395,From Beyond (1986),:R
16396,From Beyond (1986),:Unrated(director's cut)
16397,From Beyond the Grave (1974),:PG(certificate #23736)
16398,From Dusk Till Dawn (1996),:R(certificate #34314)
16399,From Dust to Dust (2016),:R(self applied)
16400,From Headquarters (1933),:Approved(PCA #2618-R: 3 September 1936 for re-release)
16401,From Hell (2001),:R(certificate #38515)
16402,From Hell It Came (1957),:Approved(PCA #18636)
16403,From Hell to Victory (1979),:PG(certificate #26357)
16404,From Here to Eternity (1953),:Approved(MPAA rating: certificate #16582)
16405,From Holly with Love (1978),:X
16406,From Hollywood to Deadwood (1988),:R
16407,From Justin to Kelly (2003),:PG(certificate #39819)
16408,From Liverpool to Stratford (1949),:Approved
16409,From Liverpool to Stratford (1949),:Passed(National Board of Review)
16410,From Mao to Mozart: Isaac Stern in China (1979),:G(certificate #26422)
16411,From Mexico with Love (2009),:PG-13(certificate #45376)
16412,From Nags to Riches (1975),:G
16413,From Nashville with Music (1969),:Passed(National Board of Review)
16414,From Nine to Nine (1936),:Approved
16415,From Noon Till Three (1976),:PG(certificate #24405)
16416,From Nurse to Worse (1940),:Approved
16417,From Paris with Love (2010),:R(certificate #45826)
16418,From Prada to Nada (2011),:PG-13(certificate #46377)
16419,From Rogues to Riches (1951),:Approved(PCA #15107)
16420,From Russia with Love (1963),:PG
16421,From Russia with Love (1963),:Approved(original rating) (MPAA rating: certificate #20568)
16422,From Russia with Love (1963),:GP(re-rating) (1971)
16423,From Russia with Lust (1984),:X
16424,From This Day Forward (1946),":Approved(MPPDA rating: certificate #11151, General Audience)"
16425,From This Day Forward (1946),:Passed(National Board of Review) (uncredited)
16426,From Time to Time (2009),:PG
16427,From Within (2008),:R(certificate #45000)
16428,From a House on Willow Street (2016),:Unrated
16429,From a Place of Darkness (2008),:R
16430,From the Ashes (2017),:PG(certificate #51040)
16431,From the Dark (2014),:Unrated
16432,From the Dust (2012/I),:Unrated
16433,From the Hip (1987),:PG
16434,From the Mixed-Up Files of Mrs. Basil E. Frankweiler (1973),:G(DVD Rating)
16435,From the Mixed-Up Files of Mrs. Basil E. Frankweiler (1973),:G(certificate #23510)
16436,From the Rough (2013),:PG
16437,From the Terrace (1960),:Approved(certificate #19577)
16438,Froning: The Fittest Man in History (2015),:PG(#50093)
16439,Front Cover (2015),:Unrated
16440,Front Line Artists (1945),:Approved
16441,Front Page Woman (1935),:Approved(PCA #923)
16442,Frontera (2014),:PG-13
16443,Frontier Agent (1948),:Approved
16444,Frontier Agent (1948),:Passed(National Board of Review)
16445,Frontier Badmen (1943),:Approved
16446,Frontier Days (1934),:Passed(National Board of Review)
16447,Frontier Days (1934),:Approved(PCA #2307)
16448,Frontier Days (1945),:Approved
16449,Frontier Days (1945),:Passed(National Board of Review)
16450,Frontier Feud (1945),:Approved
16451,Frontier Feud (1945),:Passed(National Board of Review)
16452,Frontier Frolic (1946),:Approved
16453,Frontier Frolic (1946),:Passed(National Board of Review)
16454,Frontier Fugitives (1945),:Approved(PCA #10947)
16455,Frontier Gal (1945),:Approved(PCA #11098)
16456,Frontier Gambler (1956),:Approved(certificate #18113)
16457,Frontier Gunlaw (1946),:Approved
16458,Frontier Gunlaw (1946),:Passed(The National Board of Review)
16459,Frontier Investigator (1949),:Approved
16460,Frontier Justice (1935),:Approved
16461,Frontier Justice (1935),:Passed(National Board of Review)
16462,Frontier Law (1943),:Approved
16463,Frontier Marshal (1939),:Approved(PCA #5487)
16464,Frontier Outlaws (1944),:Passed(National Board of Review)
16465,Frontier Outlaws (1944),:Approved(PCA #9909)
16466,Frontier Pony Express (1939),:Approved
16467,Frontier Scout (1938),:Approved
16468,Frontier Scout (1938),:Passed(National Board of Review)
16469,Frontier Town (1938),:Passed(National Board of Review)
16470,Frontier Town (1938),:Approved(PCA #3838)
16471,Frontier Uprising (1961),:Approved(certificate #19737)
16472,Frontier Vengeance (1940),:Passed(National Board of Review)
16473,Frontier Vengeance (1940),:Approved(certificate #6631)
16474,Frontiers of '49 (1939),:Approved
16475,Frontiers of '49 (1939),:Passed(National Board of Review)
16476,Frontière(s) (2007),:Unrated(certificate #43983)
16477,Frontière(s) (2007),:NC-17(original rating) (rating surrendered)
16478,Frost (2008),:R(certificate #45965)
16479,Frost/Nixon (2008),:R(certificate #44159)
16480,Frostbiter: Wrath of the Wendigo (1995),:R
16481,Frozen (2010/I),:R(certificate #45480)
16482,Frozen (2013/I),:PG(certificate #48643)
16483,Frozen Assets (1992),:PG-13(certificate #31630)
16484,Frozen Fever (2015),:G(certificate #49602)
16485,Frozen Justice (1929),:Passed(National Board of Review)
16486,Frozen Kiss (2009),:R(certificate #45691)
16487,Frozen River (2008),:R
16488,Frozen in Time (2014),:G
16489,Fruitvale Station (2013),:R(certificate #48300)
16490,Frygtelig lykkelig (2008),:Unrated
16491,Frágiles (2005),:PG-13
16492,Fräulein Leather (1970),:X
16493,Frühlingssinfonie (1983),:PG-13
16494,Frühreife Betthäschen (1972),:X(self applied)
16495,Frühreifen-Report (1973),:X
16496,Fu ji (1978),:R
16497,Fubar (2002),:R(certificate #40460)
16498,Fubar II (2010),:R(certificate #46640)
16499,Fuchi ni tatsu (2016),:Unrated
16500,Fuck for Forest (2012),:Unrated
16501,Fuck'd (2004),:R
16502,Fucked Up (1986),:X
16503,Fucked Up: Voices in My Head (2012),:R
16504,Fuckland (2000),:Unrated
16505,Fuddy Duddy Buddy (1951),:Approved(PCA #14812)
16506,Fudget's Budget (1954),:Approved(PCA #16464)
16507,Fuego (1969),:X
16508,Fueled (2009),:R(DVD rating)
16509,Fueling Change (2007),:Unrated
16510,Fuera del cielo (2006),:R
16511,Fuga dal Bronx (1983),:R(certificate #26960)
16512,Fugitive Hunter (2005),:R
16513,Fugitive Killer (1974),:R
16514,Fugitive Lovers (1975),:PG
16515,Fugitive Pieces (2007),:R
16516,Fugitive Valley (1941),:Passed(National Board of Review)
16517,Fugitive Valley (1941),:Approved(PCA #7495)
16518,Fugitive at Large (1939),:Approved
16519,Fugitive at Large (1939),:Passed(National Board of Review)
16520,Fugitive from Sonora (1943),:Approved
16521,Fugitive in the Sky (1936),:Approved(PCA #2505)
16522,Fugitive of the Plains (1943),:Approved(PCA #9023)
16523,Fugitives Run (2005),:PG-13
16524,Fugitives for a Night (1938),:Approved(PCA #4429)
16525,Fuk sing go jiu (1985),:PG-13(certificate #40364) (2003)
16526,Fukkatsu no hi (1980),:PG
16527,Fulboy (2015),:Unrated
16528,Full Body Whisper (2013),:Unrated
16529,Full Circle (1977),:R(certificate #26309)
16530,Full Circle (2007),:R
16531,Full Clip (2006),:R(certificate #40559)
16532,Full Confession (1939),:Approved
16533,Full Confession (1939),:Passed(National Board of Review)
16534,Full Contact (1993),:R
16535,Full Fathom Five (1990),:PG
16536,Full Frontal (2001),:R
16537,Full Frontal (2002),:R(No. 38888)
16538,Full Metal Jacket (1987),:R(#28633)
16539,Full Moon High (1981),:PG(certificate #26025)
16540,Full Moon in Blue Water (1988),:R
16541,Full Ride (2002),:PG-13(certificate #40444)
16542,Full Speed (1925),:Passed(National Board of Review)
16543,Full Speed or Nothing (2011),:PG-13(self applied)
16544,Full Tilt Boogie (1997),:R(No. 35412)
16545,Full of It (2007),:PG-13
16546,Full of Life (1956),:Approved
16547,Fully Charged (2015),:PG
16548,Fun & Fancy Free (1947),:Approved(PCA #12068)
16549,Fun & Fancy Free (1947),:G(re-rating) (1970)
16550,Fun (1994),:Unrated
16551,Fun Buns Contest (1975),:X(self applied)
16552,Fun Mom Dinner (2017),:R(certificate #51065)
16553,Fun Size (2012),:PG-13(certificate #47747)
16554,Fun and Games (1971),:R
16555,Fun at the Fair (1952),:Approved
16556,Fun at the Fair (1952),:Passed
16557,Fun in Acapulco (1963),:Approved(PCA #20458)
16558,Fun in Acapulco (1963),:PG(certificate #35508) (1997)
16559,Fun on Furlough (1959),:Approved
16560,Fun on Furlough (1959),:Passed(National Board of Review)
16561,Fun on the Run (1951),:Approved
16562,Fun with Dick and Jane (1977),:PG(MPAA rating: certificate #24682)
16563,Fun with Dick and Jane (2005),:PG-13(certificate #40126)
16564,Fun with Mr. Future (1982),:G
16565,Funeral Kings (2012),:R
16566,Funeral for an Assassin (1974),:PG
16567,Fung wan II (2009),:PG-13(certificate #46460)
16568,Fung wan: Hung ba tin ha (1998),:PG-13(heavily edited)
16569,Fung yu seung lau sing (1976),:PG-13
16570,Funk (1976),:X
16571,Funky Monkey (2004),:PG
16572,Funkytown (2011),:R
16573,Funland (1987),:PG-13(certificate #32667)
16574,Funny About Love (1990),:PG-13
16575,Funny Bones (1995),:R
16576,Funny Car Summer (1974),:G
16577,Funny Face (1957),:Unrated
16578,Funny Face (1957),:Approved(certificate #18277)
16579,Funny Farm (1988),:PG(certificate #29138)
16580,Funny Games (2007),:R(certificate #43792)
16581,Funny Girl (1968),:G(certificate #21783)
16582,Funny Lady (1975),:PG(MPAA rating: certificate #24107)
16583,Funny Little Bunnies (1934),:Approved(PCA #1197)
16584,Funny Man (1994),:R
16585,Funny Money (2006),:R(certificate #43442)
16586,Funny People (2009),:R(certificate #45381)
16587,Funny Valentine (2005),:R
16588,Fur Coats and Pants (1921),:Passed(National Board of Review)
16589,Fur of Flying (2010),:G(certificate #46324)
16590,Fur: An Imaginary Portrait of Diane Arbus (2006),:R
16591,Furankenshutain no kaijû: Sanda tai Gaira (1966),:G
16592,Furankenshutain tai chitei kaijû Baragon (1965),:Unrated
16593,Furious (1984),:R(certificate #27206)
16594,Furious 6 (2013),:PG-13(certificate #48279)
16595,Furious Seven (2015),:PG-13(certificate no. 49544)
16596,Furry Hamsters from Hell (2007),:PG-13
16597,Furry Vengeance (2010),:PG(certificate #45881)
16598,Fury (1936),:Passed(National Board of Review)
16599,Fury (1936),:Approved(PCA #2229)
16600,Fury (1973),:R
16601,Fury (2009/II),:R
16602,Fury (2014),:R(certificate #49301)
16603,Fury Below (1936),:Approved
16604,Fury Below (1936),:Passed(National Board of Review)
16605,Fury at Furnace Creek (1948),:Passed(National Board of Review)
16606,Fury at Furnace Creek (1948),:Approved(certificate #12812)
16607,Fury at Gunsight Pass (1956),:Approved(PCA #17716)
16608,Fury at Showdown (1957),:Approved(certificate #18237)
16609,Fury of the Congo (1951),:Passed(National Board of Review)
16610,Fury of the Congo (1951),:Approved(PCA #14715)
16611,Fury of the Jungle (1933),:Passed(National Board of Review)
16612,Furyô anego den: Inoshika Ochô (1973),:R
16613,Fuse (2009),:PG-13
16614,Fuse (2010),:R
16615,Fusillé à l'aube (1950),:Approved
16616,Fuss and Feathers (1952),:Approved
16617,Fuss and Feathers (1952),:Passed(National Board of Review)
16618,Future Dreams (2012),:G(self applied)
16619,Future Fear (1997),:R
16620,Future Force (1989),:R
16621,Future Hunters (1986),:R
16622,Future Kick (1991),:R
16623,Future Murder (2000),:R
16624,Future Shock (1994),:PG-13(original rating)
16625,Future Shock (1994),:Unrated(video rating)
16626,Future Zone (1990),:R
16627,Future-Kill (1985),:X
16628,Future-Kill (1985),:R(cut)
16629,Futureworld (1976),:PG(certificate #24629)
16630,Fuzz (1972),:PG(certificate #23296)
16631,Fuzzy Settles Down (1944),:Passed(National Board of Review)
16632,Fuzzy Settles Down (1944),:Approved(PCA #10137)
16633,Fyre (1979),:R(certificate #25340)
16634,Fäbodjäntan (1978),:X
16635,Félix et Meira (2014),:R
16636,Führer Ex (2002),:Unrated
16637,G (2002),:R(PCA #38639)
16638,G Spot Girls (1988),:X
16639,G-Force (2009),:PG(certificate #45360)
16640,G-Man Jitters (1939),:Approved
16641,G-Men Never Forget (1948),:Passed(National Board of Review)
16642,G-Men Never Forget (1948),:Approved(PCA #12534)
16643,G-Men from Hell (2000),:PG-13
16644,G-Men vs. The Black Dragon (1943),:Passed(National Board of Review)
16645,G-Men vs. The Black Dragon (1943),:Approved(PCA #8781-8795)
16646,G-Sale (2003),:Unrated
16647,G-Squad (1990),:X
16648,G-strings (1984),:X
16649,G.B.F. (2013),:R
16650,G.I. Blues (1960),:Approved(PCA #19660)
16651,G.I. Blues (1960),:PG(certificate #35493) (re-rating) (1997)
16652,G.I. Honeymoon (1945),:Approved
16653,G.I. Honeymoon (1945),:Passed(National Board of Review)
16654,G.I. Jane (1951),:Passed(National Board of Review)
16655,G.I. Jane (1951),:Approved(PCA #15284)
16656,G.I. Jane (1997),:R(certificate #35019)
16657,G.I. Jesus (2006),:R
16658,G.I. Joe: Retaliation (2013),:PG-13(certificate #47758)
16659,G.I. Joe: The Invasion of Cobra Island (2009),:G
16660,G.I. Joe: The Rise of Cobra (2009),:PG-13(certificate #45055)
16661,G.I. Pink (1968),:G
16662,G.I. War Brides (1946),":Approved(PCA #11702, General Audience)"
16663,G.O.D. (2001),:R
16664,G.P.S. (2007),:R
16665,G.S.I.: Ghost Services International (2007),:PG-13
16666,G2 (1999),:R
16667,Gabby Goes Fishing (1941),:Approved(certificate #02888)
16668,Gabby's Wish (2012),:PG(self applied)
16669,Gabe the Cupid Dog (2012),:Unrated
16670,Gabi on the Roof in July (2010),:Unrated
16671,Gable and Lombard (1976),:R
16672,Gabriel (2007),:R
16673,Gabriel Over the White House (1933),:Passed(National Board of Review)
16674,Gabriela (2001),:R
16675,"Gabriela, Cravo e Canela (1983)",:R(certificate #27028)
16676,Gabrielle (2013/II),:R
16677,Gaby: A True Story (1987),:R(certificate #28737)
16678,Gadjo dilo (1997),:Unrated
16679,Gag Buster (1957),:Approved
16680,Gag and Baggage (1952),:Approved
16681,Gag and Baggage (1952),:Passed(National Board of Review)
16682,Gaia Symphony II (1999),:G
16683,Gaia Symphony II (1999),:G(director's cut)
16684,Gaiety George (1946),:Approved
16685,"Gaily, Gaily (1969)",:R(2006 re-rating)
16686,Gake no ue no Ponyo (2008),:G(certificate #45429)
16687,Gala from Berlin 2002: Bernstein - Wonderful Town (2014),:Unrated
